classNumber,subjectCode,catalogNumber,course_level,final_fill_rate,fill_velocity_score,early_rush_score,waitlist_demand_score,time_to_fill_days,time_to_fill_score,popularity_score
1115,KIN,206.0,2.0,0.8666666666666667,0.00033053563436333337,0.0,1.0,46.75491898148148,0.5015726595615257,0.510397165820896
1117,KIN,212.0,2.0,0.7714285714285715,0.007859386833408581,0.0,1.0,0.0,0.0,0.38339341813692357
1118,KIN,212.0,2.0,1.0,0.007790853964001083,0.0,1.0,9.360798611111111,0.900209901808102,0.6319896938526207
1119,KIN,212.0,2.0,0.9428571428571428,0.009053698429058829,0.0,1.0,9.360798611111111,0.900209901808102,0.615162547826028
1120,KIN,212.0,2.0,1.0,0.009020411465450155,0.0,1.0,29.83939814814815,0.6818993127726953,0.5886349654209017
1121,KIN,221.0,2.0,0.7,0.006182763957113051,0.0,1.0,0.0,0.0,0.36154569098927825
1122,KIN,222.0,2.0,0.9166666666666666,0.00790698423715083,0.0,1.0,46.75491898148148,0.5015726595615257,0.5272912779715928
1123,KIN,222.0,2.0,0.9166666666666666,0.007147690649982948,0.0,1.0,7.913252314814815,0.9156413615633909,0.6099151949751739
1124,KIN,222.0,2.0,0.16666666666666666,0.004092672668543049,0.0,1.0,0.0,0.0,0.20102316816713575
1125,KIN,232.0,2.0,0.7888888888888889,0.00852004252691028,0.0,1.0,0.0,0.0,0.3887966772983942
1126,KIN,233.0,2.0,0.85,0.0071144244603782,0.0,1.0,9.360798611111111,0.900209901808102,0.586820586476715
1127,KIN,233.0,2.0,0.95,0.009389899166930919,0.0,1.0,61.916666666666664,0.3399419747106077,0.5053358697338542
1128,KIN,233.0,2.0,1.0,0.013653823701798087,0.0,1.0,4.431898148148148,0.952754079031757,0.6439642717318009
1129,KIN,234.0,2.0,0.9545454545454546,0.021201170621515074,0.0,1.0,56.740636574074074,0.3951206589919827,0.5206880608174117
1130,KIN,235.0,2.0,0.65,0.007135185700238888,0.0,1.0,0.0,0.0,0.34678379642505974
1131,KIN,235.0,2.0,0.85,0.008497389757927151,0.0,1.0,63.91953703703704,0.31859052391797293,0.4708424522230764
1132,KIN,235.0,2.0,0.1,0.001479020536990749,0.0,1.0,0.0,0.0,0.1803697551342477
1133,KIN,235.0,2.0,1.0,0.013707163808610031,0.0,1.0,15.434699074074073,0.8354595371450442,0.6205186983811614
1134,KIN,306.0,3.0,1.0,0.005757039269822677,0.0,1.0,4.431909722222223,0.9527539556472001,0.6419900509468958
1135,KIN,306.0,3.0,1.0,0.002247722726950519,0.0,1.0,10.352407407407407,0.8896389299005446,0.6284897166618466
1136,KIN,306.0,3.0,0.2222222222222222,0.00630851273932805,0.0,1.0,0.0,0.0,0.21824379485149867
1137,KIN,308.0,3.0,1.0,0.004137500474008999,0.0,1.0,2.7075578703703704,0.9711362804639555,0.6452616312112933
1138,KIN,308.0,3.0,1.0,0.004876642622860052,0.0,1.0,2.4084375,0.9743250309510161,0.6460841668459183
1139,KIN,321.0,3.0,1.0,0.01055711306154334,0.0,1.0,5.024652777777778,0.9464350623375797,0.6419262907329017
1140,KIN,322.0,3.0,0.5833333333333334,0.008673167535406751,0.0,1.0,0.0,0.0,0.32716829188385166
1141,KIN,322.0,3.0,1.0,0.010016095430536848,0.0,1.0,2.408425925925926,0.9743251543355729,0.6473690547247488
1142,KIN,322.0,3.0,0.9166666666666666,0.010405728271178895,0.0,1.0,67.87472222222222,0.27642656607699545,0.48288674528319375
1143,KIN,345.0,3.0,1.0,0.013864819887952556,0.0,1.0,5.024641203703704,0.9464351857221365,0.6427532421164154
1144,KIN,365.0,3.0,0.975,0.014938270102450354,0.0,1.0,11.349328703703703,0.8790113244813962,0.6220368324218918
1145,KIN,365.0,3.0,1.0,0.003085835103138805,0.0,1.0,0.8020833333333334,0.9914494502107531,0.6490613488179353
1146,KIN,365.0,3.0,0.13333333333333333,0.0014284633730851876,0.0,1.0,0.0,0.0,0.1903571158432713
1147,KIN,366.0,3.0,1.0,0.006865989111566999,0.0,1.0,2.4084375,0.9743250309510161,0.646581503468095
1148,KIN,401.0,4.0,1.0,0.005129173310428734,0.0,1.0,5.024641203703704,0.9464351857221365,0.6405693304720345
1150,KIN,403.0,4.0,1.0,0.009834662807900501,0.0,1.0,13.425983796296297,0.8568732971388848,0.6238333251297521
1151,KIN,403.0,4.0,1.0,0.008406329732289108,0.0,1.0,18.757060185185185,0.8000417533340358,0.6121099330998795
1152,KIN,403.0,4.0,0.9333333333333333,0.0007508208786189161,0.0,1.0,10.352395833333333,0.8896390532851015,0.608115515876675
1153,KIN,403.0,4.0,0.1,0.005738736096349137,0.0,1.0,0.0,0.0,0.18143468402408727
1154,KIN,405.0,4.0,0.9777777777777777,0.007427893309437716,0.0,1.0,18.757060185185185,0.8000417533340358,0.6051986573275
1155,KIN,410.0,4.0,1.0,0.008557525712424631,0.0,1.0,7.913252314814815,0.9156413615633909,0.6352676537407843
1157,KIN,421.0,4.0,0.8285714285714286,0.010266683771419895,0.0,1.0,38.95672453703704,0.5847047321185548,0.5180790459379945
1158,KIN,457.0,4.0,1.0,0.01003758347868222,0.0,1.0,1.5165972222222222,0.9838324279785834,0.6492758814653872
1159,KIN,457.0,4.0,0.8666666666666667,0.01642923577148771,0.0,1.0,66.81868055555556,0.2876844198124998,0.47164419290537185
1160,KIN,477.0,4.0,1.0,0.011328268097436086,0.0,1.0,6.389166666666667,0.9318887633930851,0.6392098197029761
1162,KIN,495.0,4.0,0.6,0.0051728590409618495,0.0,1.0,0.0,0.0,0.33129321476024043
1164,KIN,497.0,4.0,1.0,0.009609048336833691,0.0,1.0,2.7075578703703704,0.9711362804639555,0.6466295181769995
1165,KIN,498.0,4.0,1.0,0.011058988584602244,0.0,1.0,1.5165972222222222,0.9838324279785834,0.6495312327418672
1166,KIN,498.0,4.0,1.0,0.0031626539176087803,0.0,1.0,1.2032523148148149,0.9871728180860044,0.6482252270966031
1167,KIN,620.0,6.0,0.5333333333333333,-0.0007542266144602995,0.0,1.0,0.0,0.0,0.3098114433463849
1169,KIN,620.0,6.0,0.8,0.008051221788404603,0.0,1.0,0.0,0.0,0.39201280544710115
1171,KIN,794.0,7.0,0.3333333333333333,0.0030903343355459276,0.0,1.0,0.0,0.0,0.2507725835838865
1174,KIN,612.0,6.0,0.32,0.0035283536278508877,0.0,1.0,0.0,0.0,0.2468820884069627
1175,KIN,799.0,7.0,0.1,0.000127220366656609,0.0,1.0,0.0,0.0,0.18003180509166414
1176,KIN,830.0,8.0,0.13333333333333333,0.001417283247608848,0.0,1.0,0.0,0.0,0.1903543208119022
1177,KIN,302.0,3.0,0.96875,0.007578451059986418,0.0,1.0,7.913263888888889,0.915641238178834,0.6256478604007634
1178,KIN,302.0,3.0,0.9714285714285714,0.010268386997373615,0.0,1.0,12.454085648148148,0.8672341451461378,0.6174424972071424
1179,KIN,301.0,3.0,0.775,0.00923246707347955,0.0,1.0,0.0,0.0,0.3848081167683699
1180,KIN,301.0,3.0,0.2,0.0021100978414569592,0.0,1.0,0.0,0.0,0.21052752446036424
1181,KIN,301.0,3.0,1.0,0.0007410487523169388,0.0,1.0,10.352395833333333,0.8896390532851015,0.6281130728450995
1182,KIN,301.0,3.0,0.3,0.007277043703678394,0.0,1.0,0.0,0.0,0.2418192609259196
1184,KIN,301.0,3.0,0.8181818181818182,0.0036074439474169523,0.0,1.0,0.0,0.0,0.3963564064413997
1185,KIN,722.0,7.0,1.0,0.014528579093992418,0.0,1.0,7.912789351851852,0.9156462969456647,0.636761404162631
1186,KIN,722.0,7.0,0.9,0.012291179716114719,0.0,1.0,7.912789351851852,0.9156462969456647,0.6062020543181617
1187,KIN,795.0,7.0,0.6666666666666666,0.004650025739076065,0.0,1.0,55.77364583333333,0.4054291919471341,0.43224834482419583
1188,KIN,340.0,3.0,0.8,0.00954630255241682,0.0,1.0,0.0,0.0,0.3923865756381042
1189,KIN,740.0,7.0,0.6666666666666666,0.006302338259189185,0.0,1.0,0.0,0.0,0.35157558456479726
1190,KIN,735.0,7.0,0.4444444444444444,0.00498064591902877,0.0,1.0,0.0,0.0,0.2845784948130905
1191,KIN,840.0,8.0,0.5,0.003860135692323904,0.0,1.0,0.0,0.0,0.30096503392308094
1192,KIN,203.0,2.0,1.0,0.008234228686827598,0.0,1.0,1.5165972222222222,0.9838324279785834,0.6488250427674236
1193,KIN,399.0,3.0,0.7666666666666667,0.007242413530320637,0.0,1.0,0.0,0.0,0.38181060338258016
1194,KIN,344.0,3.0,1.0,0.0071154850234019466,0.0,1.0,1.5165972222222222,0.9838324279785834,0.6485453568515671
1195,KIN,344.0,3.0,1.0,0.008143632691725178,0.0,1.0,2.408425925925926,0.9743251543355729,0.6469009390400459
1196,KIN,605.0,6.0,0.8571428571428571,0.00880131575261924,0.0,1.0,0.0,0.0,0.40934318608101194
1198,KIN,609.0,6.0,0.84,0.007642425904074859,0.0,1.0,0.0,0.0,0.40391060647601873
1199,KIN,621.0,6.0,0.65,0.006130817495653977,0.0,1.0,0.0,0.0,0.3465327043739135
1200,KIN,625.0,6.0,0.9,0.0110589042224208,0.0,1.0,28.375925925925927,0.6975005496782007,0.5622648359912453
1201,KIN,625.0,6.0,0.9,0.014708198315116265,0.0,1.0,7.9127777777777775,0.9156464203302215,0.6068063336448234
1202,KIN,637.0,6.0,0.52,0.00494226686208897,0.0,1.0,0.0,0.0,0.3072355667155222
1204,KIN,647.0,6.0,0.52,0.005351210031367755,0.0,1.0,0.0,0.0,0.30733780250784193
1205,KIN,608.0,6.0,0.42,0.00428935736063297,0.0,1.0,0.0,0.0,0.27707233934015824
1206,KIN,608.0,6.0,0.56,0.006394642367196095,0.0,1.0,17.417060185185186,0.814326723787136,0.4824640053492263
1207,KIN,662.0,6.0,0.2,0.0019452718210955342,0.0,1.0,0.0,0.0,0.21048631795527387
1208,KIN,603.0,6.0,0.52,0.004594696773508381,0.0,1.0,0.0,0.0,0.3071486741933771
1210,KIN,601.0,6.0,0.76,0.006999619125295937,0.0,1.0,0.0,0.0,0.379749904781324
1211,KIN,670.0,6.0,0.38095238095238093,0.0036358657465017635,0.0,1.0,0.0,0.0,0.2651946807223397
1212,KIN,606.0,6.0,0.52,0.0076336024693541065,0.0,1.0,17.417060185185186,0.814326723787136,0.4707737453747657
1213,KIN,604.0,6.0,0.64,0.0070344342567007796,0.0,1.0,0.0,0.0,0.34375860856417517
1214,KIN,604.0,6.0,0.48,0.005809042314899681,0.0,1.0,17.417060185185186,0.814326723787136,0.45831760533615207
1215,KIN,686.0,6.0,0.3333333333333333,0.0037269327465586865,0.0,1.0,0.0,0.0,0.25093173318663964
1216,KIN,602.0,6.0,0.8235294117647058,0.008762444744874523,0.0,1.0,0.0,0.0,0.39924943471563035
1217,KIN,602.0,6.0,0.68,0.008862587648848995,0.0,1.0,17.417060185185186,0.814326723787136,0.5190809916696395
1218,KIN,416.0,4.0,0.9666666666666667,0.007797346695010792,0.0,1.0,1.5165972222222222,0.9838324279785834,0.6387158222694693
1219,KIN,305.0,3.0,1.0,0.005460921035587953,0.0,1.0,43.74702546296297,0.5336380849630993,0.5580928472515169
1220,KIN,305.0,3.0,0.6,0.005511697944753287,0.0,1.0,0.0,0.0,0.3313779244861883
1221,KIN,491.0,4.0,0.8,0.00792674820594003,0.0,1.0,0.0,0.0,0.391981687051485
1222,KIN,491.0,4.0,1.0,0.010533784920594282,0.0,1.0,3.6116782407407406,0.9614979724215774,0.644933040714464
1223,KIN,492.0,4.0,0.3333333333333333,0.003870429315276704,0.0,1.0,0.0,0.0,0.2509676073288192
1226,KIN,800.0,8.0,0.6,0.007775860713876111,0.0,1.0,0.0,0.0,0.331943965178469
1227,KIN,714.0,7.0,0.9,0.014476615636353673,0.0,1.0,28.375925925925927,0.6975005496782007,0.5631192638447285
1228,KIN,714.0,7.0,0.9,0.011290505823767992,0.0,1.0,7.912789351851852,0.9156462969456647,0.605951885845075
1229,KIN,763.0,7.0,0.55,0.0038126193972419396,0.0,1.0,0.0,0.0,0.3159531548493105
1230,KIN,665.0,6.0,0.95,0.013409884224676323,0.0,1.0,7.9127777777777775,0.9156464203302215,0.6214817551222134
1231,KIN,764.0,7.0,0.55,0.0038126193972419396,0.0,1.0,0.0,0.0,0.3159531548493105
1232,KIN,369.0,3.0,0.37142857142857144,0.006103274286895485,0.0,1.0,0.0,0.0,0.2629543900002953
1233,KIN,411.0,4.0,0.8,0.016135446474451007,0.0,1.0,0.0,0.0,0.39403386161861276
1234,KIN,205.0,2.0,0.5666666666666667,0.006503891130245839,0.0,1.0,0.0,0.0,0.32162597278256144
1235,KIN,204.0,2.0,0.4666666666666667,0.004678037899570462,0.0,1.0,0.0,0.0,0.2911695094748926
1236,KIN,675.0,6.0,1.0,0.015529272027559219,0.0,1.0,7.9127777777777775,0.9156464203302215,0.6370116020729342
1237,KIN,675.0,6.0,0.9,0.011290515344378027,0.0,1.0,7.9127777777777775,0.9156464203302215,0.6059519129021389
1238,MDB,830.0,8.0,0.3333333333333333,0.0023456188638592912,0.0,1.0,0.0,0.0,0.25058640471596483
1240,MDB,701.0,7.0,0.6,0.005776645410783846,0.0,1.0,0.0,0.0,0.33144416135269594
1242,MDB,751.0,7.0,0.3333333333333333,0.002441542306479684,0.0,1.0,0.0,0.0,0.2506103855766199
1245,MDB,840.0,8.0,0.2,0.0026220459878513003,0.0,1.0,0.0,0.0,0.21065551149696282
1246,MDB,753.0,7.0,0.36666666666666664,0.004695378098769692,0.0,1.0,0.0,0.0,0.2611738445246924
1250,MCP,701.0,7.0,0.6666666666666666,0.0070195064405765015,0.0,1.0,0.0,0.0,0.3517548766101441
1251,MCP,830.0,8.0,0.2,0.0016889426112148488,0.0,1.0,0.0,0.0,0.2104222356528037
1255,MCP,704.0,7.0,0.5333333333333333,0.0047092586180035355,0.0,1.0,0.0,0.0,0.3111773146545009
1256,MCP,840.0,8.0,0.4666666666666667,0.004338690323989714,0.0,1.0,0.0,0.0,0.2910846725809974
1258,MCP,733.0,7.0,0.4,0.004211703864345902,0.0,1.0,0.0,0.0,0.27105292596608643
1259,MCP,755.0,7.0,0.5333333333333333,0.004683959296598928,0.0,1.0,0.0,0.0,0.3111709898241497
1260,MCP,754.0,7.0,0.5333333333333333,0.003308691199109277,0.0,1.0,0.0,0.0,0.31082717279977734
1261,UMX,100.0,1.0,0.6363636363636364,-3.583084934217274e-05,0.0,1.0,0.0,0.0,0.34090013319675533
1262,UMX,100.0,1.0,0.07878787878787878,0.0006672791339385622,0.0,1.0,0.0,0.0,0.17380318341984827
1263,UMX,100.0,1.0,0.0696969696969697,0.000178476777335072,0.0,1.0,0.0,0.0,0.17095371010342467
1264,MIC,799.0,7.0,0.16666666666666666,0.0017365195997441946,0.0,1.0,0.0,0.0,0.20043412989993603
1265,MIC,623.0,6.0,0.3,0.0025529591728547358,0.0,1.0,0.0,0.0,0.2406382397932137
1266,MIC,728.0,7.0,0.4666666666666667,0.003617972096304956,0.0,1.0,0.0,0.0,0.2909044930240762
1267,MIC,780.0,7.0,0.23333333333333334,0.002463395569267492,0.0,1.0,0.0,0.0,0.22061584889231686
1268,MIC,751.0,7.0,0.18,0.0008767762625345547,0.0,1.0,0.0,0.0,0.20421919406563363
1269,MIC,830.0,8.0,0.6,0.007199694691818404,0.0,1.0,0.0,0.0,0.3317999236729546
1270,MIC,731.0,7.0,0.06666666666666667,0.0008123614331409635,0.0,1.0,0.0,0.0,0.17020309035828524
1272,MIC,755.0,7.0,0.56,0.006605229000574611,0.0,1.0,0.0,0.0,0.3196513072501437
1273,MIC,840.0,8.0,0.7,0.007841077404047483,0.0,1.0,0.0,0.0,0.3619602693510119
1274,GSC,102.0,1.0,0.9714285714285714,0.010147647064717024,0.0,1.0,30.605694444444445,0.6737302680332082,0.5787115368013923
1275,GSC,102.0,1.0,0.9428571428571428,0.015069497854108481,0.0,1.0,4.432222222222222,0.9527506242641653,0.627174642173503
1276,GSC,550.0,5.0,0.8888888888888888,0.008785729723385073,0.0,1.0,0.0,0.0,0.41886309909751296
1277,GSC,103.0,1.0,0.978494623655914,0.012137708149468839,0.0,1.0,7.913518518518519,0.9156385237185836,0.6297105188778581
1278,GSC,103.0,1.0,0.9893617021276596,0.01574389812573976,0.0,1.0,3.611759259259259,0.9614971087296795,0.6430439069156688
1279,GSC,111.0,1.0,1.0,0.013150023459003997,0.0,1.0,9.361053240740741,0.9002071873478514,0.6333289433343213
1280,GSC,101.0,1.0,0.90625,0.011044964937823577,0.0,1.0,2.408923611111111,0.9743198487996286,0.6195002109943816
1281,GSC,101.0,1.0,0.9714285714285714,0.010883091141269743,0.0,1.0,2.408923611111111,0.9743198487996286,0.6390133139738147
1282,GSC,105.0,1.0,1.0,0.009880224962121875,0.0,1.0,5.024988425925926,0.9464314841854312,0.6417563530776167
1283,GSC,105.0,1.0,1.0,0.011510213881016036,0.0,1.0,11.349641203703703,0.8790079930983614,0.6286791520899263
1284,GSC,582.0,5.0,0.7,0.007889761004685407,0.0,1.0,0.0,0.0,0.36197244025117137
1285,GSC,106.0,1.0,0.9142857142857143,0.010801669340057449,0.0,1.0,5.024988425925926,0.9464314841854312,0.6162724284578148
1286,GSC,106.0,1.0,0.9714285714285714,0.009710723935244895,0.0,1.0,10.352627314814814,0.8896365855939646,0.6217835695311756
1288,GSC,240.0,2.0,0.22857142857142856,0.0027983435389483174,0.0,1.0,0.0,0.0,0.21927101445616565
1289,GSC,110.0,1.0,1.0,0.013428169470641247,0.0,1.0,8.403460648148148,0.910415532042846,0.6354401487762296
1290,GSC,110.0,1.0,0.96,0.014545030557492875,0.0,1.0,4.432222222222222,0.9527506242641653,0.6321863824922063
1291,GSC,110.0,1.0,1.0,0.015228015189141079,0.0,1.0,3.611759259259259,0.9614971087296795,0.6461064255432212
1292,GSC,110.0,1.0,0.95,0.011928917303165459,0.0,1.0,7.913518518518519,0.9156385237185836,0.6211099340695081
1293,GSC,380.0,3.0,0.15625,0.002639806611774877,0.0,1.0,0.0,0.0,0.1975349516529437
1294,GSC,231.0,2.0,1.0,0.01747928333861086,0.0,1.0,13.426226851851851,0.8568707060631912,0.625743962047291
1295,GSC,561.0,5.0,0.4166666666666667,0.006718936570791805,0.0,1.0,0.0,0.0,0.276679734142698
1296,GSC,440.0,4.0,0.3333333333333333,0.005749559892849049,0.0,1.0,0.0,0.0,0.25143738997321224
1297,GSC,107.0,1.0,0.9259259259259259,0.00667881649152539,0.0,1.0,1.5170138888888889,0.983827986134537,0.6262130791275666
1298,MGS,634.0,6.0,0.6666666666666666,0.004572171174699857,0.0,1.0,0.0,0.0,0.3511430427936749
1299,GSC,222.0,2.0,1.0,0.01173480022663395,0.0,1.0,9.361006944444444,0.9002076808860788,0.6329752362338743
1300,GSC,222.0,2.0,1.0,0.014437883953635485,0.0,1.0,23.677511574074074,0.7475876468368765,0.6031270003557841
1301,GSC,371.0,3.0,0.7,0.0037639676199321373,0.0,1.0,2.4088773148148146,0.974320342337856,0.5558050603725543
1302,GSC,109.0,1.0,0.8857142857142857,0.012924725788519425,0.0,1.0,4.432222222222222,0.9527506242641653,0.6094955920142486
1303,JMM,306.0,3.0,1.0,0.013993702740835886,0.0,1.0,32.90208333333333,0.6492497848790252,0.583348382661014
1304,ATM,102.0,1.0,1.0,0.013705989383779161,0.0,1.0,10.352835648148147,0.8896343646719415,0.6313533702803331
