classNumber,subjectCode,catalogNumber,course_level,final_fill_rate,fill_velocity_score,early_rush_score,waitlist_demand_score,time_to_fill_days,time_to_fill_score,popularity_score
5877,MSJ,0.0,0.0,0.4,0.004004685734364751,0.0,1.0,0.0,0.0,0.27100117143359115
5879,MSJ,195.0,1.0,0.45,0.002889127931385034,0.0,1.0,0.0,0.0,0.28572228198284627
5880,MSJ,104.0,1.0,1.0,0.008049924648917125,0.0,1.0,10.352210648148148,0.889641027438011,0.6299406866498315
5882,MSJ,0.0,0.0,0.7777777777777778,0.00803350473938642,0.0,1.0,0.0,0.0,0.3853417095181799
5886,MSJ,0.0,0.0,0.7,0.00963504387645926,0.0,1.0,0.0,0.0,0.3624087609691148
5887,MSJ,767.0,7.0,0.5333333333333333,0.0051406019213419306,0.0,1.0,0.0,0.0,0.31128515048033545
5888,MSJ,0.0,0.0,0.5,0.0046852001161080134,0.0,1.0,0.0,0.0,0.30117130002902703
5889,MSJ,0.0,0.0,0.2,0.002064808458545188,0.0,1.0,0.0,0.0,0.21051620211463629
5890,MSJ,0.0,0.0,0.2,0.0013527827163219337,0.0,1.0,0.0,0.0,0.21033819567908046
5891,MSJ,0.0,0.0,1.0,0.021676724767313867,0.0,1.0,70.98537037037038,0.24326573257976614,0.5040723277077818
5892,MSJ,0.0,0.0,0.8,0.0068275301988878516,0.0,1.0,0.0,0.0,0.39170688254972197
5893,MSJ,0.0,0.0,0.4,0.008241735138665824,0.0,1.0,0.0,0.0,0.27206043378466643
5895,MSJ,0.0,0.0,0.4,0.008241735138665824,0.0,1.0,0.0,0.0,0.27206043378466643
5896,MSJ,0.0,0.0,0.1,0.0006509430763841013,0.0,1.0,0.0,0.0,0.18016273576909603
5897,MSJ,520.0,5.0,0.56,0.0015746633056061721,0.0,1.0,0.0,0.0,0.31839366582640155
5898,MSJ,151.0,1.0,0.6923076923076923,0.0023951611338934135,0.0,1.0,0.0,0.0,0.358291097975781
5899,MSJ,0.0,0.0,1.0,0.006164921569666072,0.0,1.0,70.98585648148148,0.2432605504283788,0.5001933404780923
5900,MSJ,372.0,3.0,0.14285714285714285,0.00129287899011786,0.0,1.0,0.0,0.0,0.1931803626046723
5901,MSJ,204.0,2.0,0.35714285714285715,0.003303393298150901,0.0,1.0,0.0,0.0,0.25796870546739487
5902,MSJ,0.0,0.0,0.8,0.004648845580820382,0.0,1.0,0.0,0.0,0.3911622113952051
5903,MSJ,751.0,7.0,0.8181818181818182,0.0049957519105640865,0.0,1.0,0.0,0.0,0.3967034834321865
5904,MSJ,0.0,0.0,0.4,0.004004765074124274,0.0,1.0,0.0,0.0,0.27100119126853106
5906,MSJ,0.0,0.0,0.8,0.008009530148248548,0.0,1.0,0.0,0.0,0.3920023825370621
5907,MSJ,0.0,0.0,0.5,0.005579541903599952,0.0,1.0,0.0,0.0,0.3013948854759
5909,MSJ,0.0,0.0,0.3333333333333333,0.0037196946023999684,0.0,1.0,0.0,0.0,0.25092992365059996
5910,MSJ,795.0,7.0,0.16666666666666666,0.0016222244753117713,0.0,1.0,0.0,0.0,0.20040555611882793
5911,MSJ,0.0,0.0,0.2,0.0018562950097182054,0.0,1.0,0.0,0.0,0.21046407375242954
5912,MSJ,0.0,0.0,0.8,0.008710395140753025,0.0,1.0,71.85172453703704,0.234030028346368,0.43898360445446183
5914,MSJ,750.0,7.0,0.6,0.004288258699194983,0.0,1.0,0.0,0.0,0.33107206467479877
5917,MSJ,0.0,0.0,0.5555555555555556,0.005075376010777627,0.0,1.0,0.0,0.0,0.3179355106693611
5921,MSJ,0.0,0.0,0.5,0.0045678384096998655,0.0,1.0,0.0,0.0,0.30114195960242496
5923,MSJ,139.0,1.0,0.45454545454545453,0.0015144905443836682,0.0,1.0,0.0,0.0,0.28674225899973227
5925,MSJ,0.0,0.0,0.2,0.002497252372064621,0.0,1.0,0.0,0.0,0.21062431309301616
5926,MSJ,141.0,1.0,0.7037037037037037,0.007279830088212029,0.0,1.0,0.0,0.0,0.3629310686331641
5927,MSJ,0.0,0.0,0.3,0.0032173866900042387,0.0,1.0,0.0,0.0,0.24080434667250106
5928,MSJ,150.0,1.0,0.55,0.004844185170950539,0.0,1.0,0.0,0.0,0.31621104629273766
5929,MSJ,0.0,0.0,0.4,0.005534762527885568,0.0,1.0,0.0,0.0,0.2713836906319714
5930,MSJ,0.0,0.0,0.2,0.0023760709851206804,0.0,1.0,0.0,0.0,0.21059401774628017
5931,MSJ,0.0,0.0,0.5,0.006722798020445908,0.0,1.0,0.0,0.0,0.30168069950511145
5932,MSJ,0.0,0.0,0.4,0.0046055921425022465,0.0,1.0,0.0,0.0,0.27115139803562555
5933,MSJ,0.0,0.0,0.6,0.006366803608270742,0.0,1.0,0.0,0.0,0.3315917009020677
5935,MSJ,0.0,0.0,0.3,0.003183401804135371,0.0,1.0,0.0,0.0,0.24079585045103383
5937,MSJ,565.0,5.0,0.8888888888888888,0.003003028282869956,0.0,1.0,6.740659722222222,0.9281416977863083,0.6030457632946458
5938,MSJ,769.0,7.0,0.2,0.0018063976583734117,0.0,1.0,0.0,0.0,0.21045159941459335
5939,MSJ,0.0,0.0,0.6,0.009961327641629861,0.0,1.0,0.0,0.0,0.33249033191040744
5940,MSJ,108.0,1.0,0.9,0.00921171419438183,0.0,1.0,10.352210648148148,0.889641027438011,0.6002311340361978
5942,MSJ,208.0,2.0,0.43333333333333335,0.0032047840429697484,0.0,1.0,0.0,0.0,0.28080119601074244
5944,MSJ,241.0,2.0,0.4666666666666667,0.0035380667145541327,0.0,1.0,0.0,0.0,0.2908845166786385
5945,MSJ,213.0,2.0,0.5238095238095238,0.0030885568050591384,0.0,1.0,0.0,0.0,0.3079149963441219
5946,MSJ,430.0,4.0,0.2,0.0,0.0,1.0,0.0,0.0,0.21
5959,MSJ,620.0,6.0,1.0,0.008001415306831766,0.0,1.0,29.83789351851852,0.681915352765085,0.5883834243797249
5961,MSJ,665.0,6.0,1.0,0.007884732662945048,0.0,1.0,72.7737962962963,0.22420035085632584,0.4968112533370014
5962,MSJ,666.0,6.0,0.6666666666666666,0.011555657493612271,0.0,1.0,0.0,0.0,0.3528889143734031
5965,MSJ,137.0,1.0,0.3333333333333333,0.003208384885942802,0.0,1.0,0.0,0.0,0.2508020962214857
5966,MSJ,137.0,1.0,0.75,0.006822331786240744,0.0,1.0,0.0,0.0,0.37670558294656015
5967,MSJ,137.0,1.0,0.16666666666666666,0.0011863363708487407,0.0,1.0,0.0,0.0,0.20029658409271217
5968,MSJ,137.0,1.0,0.6,0.004748128329479017,0.0,1.0,0.0,0.0,0.33118703208236977
5972,MSJ,137.0,1.0,0.5714285714285714,0.004875885357843602,0.0,1.0,0.0,0.0,0.3226475427680323
5973,MSJ,137.0,1.0,0.6,0.003457994691781675,0.0,1.0,0.0,0.0,0.33086449867294543
5974,MSJ,137.0,1.0,1.0,0.0057160753681190085,0.0,1.0,70.98538194444444,0.24326560919520945,0.5000821406810716
5975,MSJ,137.0,1.0,0.4,0.0028100151852502894,0.0,1.0,0.0,0.0,0.27070250379631255
5977,MSJ,137.0,1.0,0.3,0.00726648207963203,0.0,1.0,0.0,0.0,0.241816620519908
5978,MSJ,137.0,1.0,0.625,0.005215172739337292,0.0,1.0,0.0,0.0,0.33880379318483433
5979,MSJ,137.0,1.0,0.8333333333333334,0.005797456623546817,0.0,1.0,0.0,0.0,0.4014493641558867
5980,MSJ,137.0,1.0,0.875,0.006723058738700693,0.0,1.0,0.0,0.0,0.41418076468467513
5981,MSJ,137.0,1.0,0.03333333333333333,0.0009604077563360061,0.0,1.0,0.0,0.0,0.160240101939084
5982,MSJ,137.0,1.0,0.55,0.0030232911558829944,0.0,1.0,0.0,0.0,0.31575582278897074
5983,MSJ,137.0,1.0,0.08333333333333333,0.000982002887634047,0.0,1.0,0.0,0.0,0.1752455007219085
5984,MSJ,137.0,1.0,1.0,0.012462390698172962,0.0,1.0,79.71971064814815,0.15015394691157347,0.48314638705685786
5985,MSJ,137.0,1.0,0.6,0.004738129281233327,0.0,1.0,0.0,0.0,0.3311845323203083
5986,MSJ,137.0,1.0,0.6,0.0033876705702005163,0.0,1.0,0.0,0.0,0.33084691764255014
5987,MSJ,242.0,2.0,1.0,-0.01182026427925725,0.0,1.0,15.147048611111112,0.838526013536273,0.6147501366374403
5988,MUS,700.0,7.0,0.03333333333333333,0.00014450616898340662,0.0,1.0,0.0,0.0,0.16003612654224586
5989,MTC,416.0,4.0,0.5333333333333333,0.0062472096227300326,0.0,1.0,0.0,0.0,0.31156180240568254
5991,MTC,182.0,1.0,0.35,0.004310122562189873,0.0,1.0,0.0,0.0,0.25607753064054745
5992,MTC,182.0,1.0,0.15,0.0017084219072923284,0.0,1.0,0.0,0.0,0.19542710547682307
5993,MTC,518.0,5.0,0.5,0.006181442622004871,0.0,1.0,0.0,0.0,0.3015453606555012
5994,MTC,202.0,2.0,0.25,0.0027452763662569233,0.0,1.0,0.0,0.0,0.22568631909156422
5995,MTC,313.0,3.0,0.6,0.005645585672169126,0.0,1.0,0.0,0.0,0.3314113964180423
5996,MTC,748.0,7.0,0.8333333333333334,0.007718549955645894,0.0,1.0,78.95789351851852,0.15827524182756214,0.4335846858544239
5999,MTC,312.0,3.0,1.0,0.017406290253191688,0.0,1.0,2.707314814814815,0.9711388715396493,0.6485793468712278
6000,MTC,782.0,7.0,0.7,0.006109899512609342,0.0,1.0,0.0,0.0,0.3615274748781523
6001,MTC,782.0,7.0,0.2,0.00247118915742785,0.0,1.0,0.0,0.0,0.21061779728935695
6002,MTC,110.0,1.0,0.75,0.009060977623600083,0.0,1.0,28.37616898148148,0.697497958602507,0.5167648361264013
6004,MTC,12.0,0.0,0.15625,0.0016510628102331378,0.0,1.0,0.0,0.0,0.1972877657025583
6005,MTC,516.0,5.0,1.0,0.01622271129730414,0.0,1.0,3.6116435185185187,0.9614983425752479,0.6463553463393756
6006,MTC,102.0,1.0,0.4666666666666667,0.005773539870424115,0.0,1.0,0.0,0.0,0.291443384967606
6009,MTC,402.0,4.0,0.6,0.007417731146405845,0.0,1.0,0.0,0.0,0.3318544327866014
6010,MTC,311.0,3.0,0.4117647058823529,0.004291480876347651,0.0,1.0,0.0,0.0,0.2746022819837928
6011,MTC,618.0,6.0,0.5,0.0038823785843203947,0.0,1.0,0.0,0.0,0.3009705946460801
6012,MTC,302.0,3.0,0.2,0.002665383333950321,0.0,1.0,0.0,0.0,0.2106663458334876
6014,MTC,108.0,1.0,0.5714285714285714,0.005435709189191581,0.0,1.0,29.839270833333334,0.6819006700028205,0.45916763272643346
6015,MTC,108.0,1.0,0.5333333333333333,0.007173431197230135,0.0,1.0,0.0,0.0,0.3117933577993075
6016,MTC,108.0,1.0,0.6666666666666666,0.007124808657701289,0.0,1.0,0.0,0.0,0.3517812021644253
6017,MTC,108.0,1.0,0.4666666666666667,0.00493034740700422,0.0,1.0,0.0,0.0,0.291232586851751
6018,MTC,108.0,1.0,0.4,0.004647646786064493,0.0,1.0,0.0,0.0,0.2711619116965161
6019,MTC,108.0,1.0,0.7333333333333333,0.007814453409091388,0.0,1.0,0.0,0.0,0.37195361335227284
6020,MTC,108.0,1.0,0.4666666666666667,0.004114939540615888,0.0,1.0,0.0,0.0,0.29102873488515396
6021,MTC,141.0,1.0,0.3333333333333333,0.00394552570995805,0.0,1.0,0.0,0.0,0.2509863814274895
6022,MTC,141.0,1.0,0.4666666666666667,0.004489247004199363,0.0,1.0,0.0,0.0,0.29112231175104986
6023,MTC,141.0,1.0,0.5333333333333333,0.0077929409811102355,0.0,1.0,0.0,0.0,0.3119482352452776
6024,MTC,141.0,1.0,0.6,0.005764334038974835,0.0,1.0,0.0,0.0,0.33144108350974366
6025,MTC,141.0,1.0,0.5333333333333333,0.00544150600413526,0.0,1.0,0.0,0.0,0.3113603765010338
6026,MTC,141.0,1.0,0.4666666666666667,0.0041067778341767735,0.0,1.0,0.0,0.0,0.2910266944585442
6027,MTC,141.0,1.0,0.4666666666666667,0.005076255209342661,0.0,1.0,0.0,0.0,0.29126906380233564
6028,MTC,141.0,1.0,0.4666666666666667,0.005083500204710722,0.0,1.0,0.0,0.0,0.29127087505117766
6029,MTC,208.0,2.0,0.5714285714285714,0.007373536853491435,0.0,1.0,38.95664351851852,0.5847055958104527,0.4402130748040348
6030,MTC,208.0,2.0,0.7333333333333333,0.008517319389827189,0.0,1.0,0.0,0.0,0.3721293298474567
6031,MTC,208.0,2.0,0.6666666666666666,0.006477472565045775,0.0,1.0,0.0,0.0,0.35161936814126143
6032,MTC,208.0,2.0,0.6,0.008839190248153087,0.0,1.0,15.4346875,0.8354596605296011,0.4993017296679585
6033,MTC,208.0,2.0,0.7333333333333333,0.007469606779056041,0.0,1.0,0.0,0.0,0.37186740169476395
6034,MTC,208.0,2.0,0.6,0.007771154652523196,0.0,1.0,0.0,0.0,0.33194278866313076
6035,MTC,241.0,2.0,0.4,0.006750129597088075,0.0,1.0,0.0,0.0,0.271687532399272
6036,MTC,241.0,2.0,0.6,0.007656661426159075,0.0,1.0,0.0,0.0,0.3319141653565397
6037,MTC,241.0,2.0,0.6,0.004896546547265414,0.0,1.0,0.0,0.0,0.3312241366368164
6038,MTC,241.0,2.0,0.6,0.008255166302576653,0.0,1.0,0.0,0.0,0.33206379157564414
6039,MTC,241.0,2.0,0.6,0.006591284000036222,0.0,1.0,0.0,0.0,0.331647821000009
6040,MTC,241.0,2.0,0.4,0.005139603283150664,0.0,1.0,0.0,0.0,0.27128490082078766
6042,MTC,241.0,2.0,0.6,0.00586744741412088,0.0,1.0,0.0,0.0,0.33146686185353025
6043,MTC,606.0,6.0,1.0,0.004927366252435476,0.0,1.0,56.74206018518519,0.39510548269149093,0.5302529381014071
6044,MTC,616.0,6.0,1.0,0.009908436550605143,0.0,1.0,4.4297106481481485,0.9527773987130004,0.6430325888802514
6045,MUS,700.0,7.0,0.5333333333333333,0.004902368057406822,0.0,1.0,0.0,0.0,0.31122559201435174
6046,MVP,0.0,0.0,0.4666666666666667,0.004227385465451307,0.0,1.0,0.0,0.0,0.2910568463663628
6047,MVP,148.0,1.0,0.48333333333333334,0.00519594384014846,0.0,1.0,0.0,0.0,0.2962989859600371
6048,MVP,182.0,1.0,0.25,0.0027988028125866785,0.0,1.0,0.0,0.0,0.22569970070314666
6054,MVP,0.0,0.0,0.4,0.003747708406692764,0.0,1.0,0.0,0.0,0.27093692710167316
6055,MVP,0.0,0.0,0.6,0.004240209590773158,0.0,1.0,0.0,0.0,0.3310600523976933
6056,MVP,0.0,0.0,0.2,0.0008543484258333608,0.0,1.0,0.0,0.0,0.21021358710645832
6058,MVP,167.0,1.0,0.48148148148148145,0.005059280635143658,0.0,1.0,0.0,0.0,0.2957092646032303
6060,MVP,0.0,0.0,0.4,0.004213811414936256,0.0,1.0,0.0,0.0,0.27105345285373406
6061,MVP,0.0,0.0,0.4166666666666667,0.008117493399739226,0.0,1.0,0.0,0.0,0.2770293733499348
6062,MVP,0.0,0.0,0.4666666666666667,0.007452713033068139,0.0,1.0,0.0,0.0,0.291863178258267
6063,MVP,0.0,0.0,0.5,0.007760231259506399,0.0,1.0,0.0,0.0,0.3019400578148766
6068,MVP,0.0,0.0,0.2857142857142857,0.004526498286259765,0.0,1.0,0.0,0.0,0.23684591028585064
6069,MVP,250.0,2.0,0.3333333333333333,0.0037606199421975697,0.0,1.0,0.0,0.0,0.2509401549855494
6071,MVP,552.0,5.0,0.7333333333333333,0.010603577169261403,0.0,1.0,0.0,0.0,0.37265089429231535
6072,MVP,785.0,7.0,0.6,0.005760276003238432,0.0,1.0,0.0,0.0,0.3314400690008096
6073,MVP,0.0,0.0,0.5,0.0048522097772026405,0.0,1.0,0.0,0.0,0.30121305244430063
6074,MVP,0.0,0.0,0.4,0.004339661380600347,0.0,1.0,0.0,0.0,0.27108491534515006
6075,MVP,0.0,0.0,0.1,0.0010531627794721026,0.0,1.0,0.0,0.0,0.18026329069486802
6076,MVP,0.0,0.0,0.35,0.0033085411711118737,0.0,1.0,0.0,0.0,0.25582713529277795
6077,MVP,0.0,0.0,0.55,0.0055738315751017575,0.0,1.0,0.0,0.0,0.31639345789377543
6078,MVP,0.0,0.0,0.2,0.0016270951264682851,0.0,1.0,0.0,0.0,0.21040677378161707
6082,MVP,0.0,0.0,0.8,0.002799840071905409,0.0,1.0,9.360578703703704,0.900212246114682,0.5707424092409128
6083,MVP,0.0,0.0,0.64,0.006205950042075121,0.0,1.0,0.0,0.0,0.3435514875105188
6084,MVP,0.0,0.0,0.36666666666666664,0.003520990497649,0.0,1.0,0.0,0.0,0.2608802476244122
6085,MVP,144.0,1.0,0.36,0.0035583836178875046,0.0,1.0,0.0,0.0,0.25888959590447186
6086,MVP,185.0,1.0,0.5,0.006421383235187384,0.0,1.0,0.0,0.0,0.30160534580879683
6087,MVP,251.0,2.0,0.3333333333333333,0.0037606199421975697,0.0,1.0,0.0,0.0,0.2509401549855494
6088,MVP,184.0,1.0,0.3333333333333333,0.0026899562280306584,0.0,1.0,0.0,0.0,0.2506724890570077
6089,MVP,784.0,7.0,0.6,0.007898861751747938,0.0,1.0,0.0,0.0,0.331974715437937
6092,MVP,180.0,1.0,0.35,0.004359332554359356,0.0,1.0,0.0,0.0,0.2560898331385898
6094,MVP,580.0,5.0,0.4,0.004629235540189633,0.0,1.0,0.0,0.0,0.2711573088850474
6095,MVP,680.0,6.0,0.44,0.002879639754148185,0.0,1.0,0.0,0.0,0.282719909938537
6097,MVP,0.0,0.0,0.1,0.0008075698456784491,0.0,1.0,0.0,0.0,0.1802018924614196
6098,MVP,0.0,0.0,0.8,0.0065483564875841406,0.0,1.0,0.0,0.0,0.391637089121896
6100,MVP,0.0,0.0,0.4,0.0027079829822683143,0.0,1.0,0.0,0.0,0.2706769957455671
6101,MVP,0.0,0.0,0.7142857142857143,0.007560957963492172,0.0,1.0,0.0,0.0,0.3661759537765873
6102,MVP,0.0,0.0,0.6,0.006244802627911821,0.0,1.0,0.0,0.0,0.3315612006569779
6104,MVP,0.0,0.0,0.8,0.005826186033638666,0.0,1.0,0.0,0.0,0.39145654650840966
6115,MVP,850.0,8.0,0.2,0.0014948355507880737,0.0,1.0,0.0,0.0,0.21037370888769702
6128,MVP,831.0,8.0,0.4,0.0014438432113156605,0.0,1.0,0.0,0.0,0.2703609608028289
6130,MVP,831.0,8.0,0.6,0.00677966110032064,0.0,1.0,0.0,0.0,0.33169491527508016
6133,MVP,831.0,8.0,0.2,0.0023812968972859007,0.0,1.0,0.0,0.0,0.21059532422432148
6134,MVP,831.0,8.0,0.4,0.002155996447786741,0.0,1.0,0.0,0.0,0.2705389991119467
6136,MVP,812.0,8.0,0.2,0.0008540779627868142,0.0,1.0,0.0,0.0,0.2102135194906967
6138,MVP,812.0,8.0,0.2,0.0023812624411660745,0.0,1.0,0.0,0.0,0.21059531561029152
6139,MVP,812.0,8.0,0.2,0.0023812624411660745,0.0,1.0,0.0,0.0,0.21059531561029152
6142,MVP,812.0,8.0,0.4,0.004518720276470495,0.0,1.0,0.0,0.0,0.27112968006911764
6143,MVP,812.0,8.0,0.6,0.004573874605945339,0.0,1.0,0.0,0.0,0.33114346865148636
6147,MVP,0.0,0.0,0.2,0.0019408839108810564,0.0,1.0,0.0,0.0,0.21048522097772027
6152,MVP,832.0,8.0,0.6,-0.0020279462989563164,0.0,1.0,70.98592592592593,0.2432598101210377,0.37814497544946846
6154,MVP,832.0,8.0,0.2,0.0017166566760162265,0.0,1.0,0.0,0.0,0.21042916416900403
6158,MVP,832.0,8.0,0.2,0.0008460162329364694,0.0,1.0,0.0,0.0,0.2102115040582341
6162,MVP,0.0,0.0,1.0,0.011826142919319894,0.0,1.0,35.54130787037037,0.621114527766584,0.5771794412831468
6163,MVP,0.0,0.0,0.6,0.004762524882332148,0.0,1.0,0.0,0.0,0.331190631220583
6165,MVP,0.0,0.0,0.6,0.004537275184241956,0.0,1.0,0.0,0.0,0.3311343187960605
6168,MVP,0.0,0.0,0.2,0.002381227986043358,0.0,1.0,0.0,0.0,0.21059530699651083
6177,MVP,814.0,8.0,0.2,0.0019408839108810843,0.0,1.0,0.0,0.0,0.21048522097772027
6181,MVP,793.0,7.0,0.2,0.0014950301926019375,0.0,1.0,0.0,0.0,0.21037375754815046
6184,MVP,652.0,6.0,1.0,0.007183840498067185,0.0,1.0,70.98590277777778,0.2432600568901514,0.500447971502547
6185,MVP,652.0,6.0,0.35,0.004852626837946202,0.0,1.0,0.0,0.0,0.2562131567094865
6189,MVP,813.0,8.0,0.2,0.0020496669312403035,0.0,1.0,0.0,0.0,0.21051241673281007
6196,MBE,716.0,7.0,0.8666666666666667,0.007079579640847929,0.0,1.0,64.73875,0.3098573649845979,0.4737413679071315
6197,MBE,702.0,7.0,0.06,0.00034791289564504974,0.0,1.0,0.0,0.0,0.16808697822391125
6198,MBE,805.0,8.0,0.18,0.0015155613727148814,0.0,1.0,0.0,0.0,0.20437889034317872
6200,MBE,810.0,8.0,0.26,0.0019388517487782494,0.0,1.0,0.0,0.0,0.22848471293719455
6201,MBE,830.0,8.0,0.29,0.0021144012897623757,0.0,1.0,0.0,0.0,0.23752860032244058
6202,MBE,614.0,6.0,0.8125,0.00570770761627569,0.0,1.0,0.0,0.0,0.3951769269040689
6203,MBE,621.0,6.0,0.5625,0.00464185621612104,0.0,1.0,0.0,0.0,0.31991046405403023
6205,MBE,671.0,6.0,1.0,0.00699375265811355,0.0,1.0,63.921215277777776,0.3185726331572306,0.5154629647959745
6206,MBE,686.0,6.0,0.8888888888888888,0.005166687929804861,0.0,1.0,67.87630787037037,0.2764096623927078,0.47324027112765943
6207,MBE,606.0,6.0,0.9,0.005616567866452008,0.0,1.0,29.838541666666668,0.6819084432299016,0.5577858306125933
6212,MBE,613.0,6.0,0.4444444444444444,0.003363403871915401,0.0,1.0,0.0,0.0,0.28417418430131214
6213,MBE,628.0,6.0,0.3333333333333333,0.0019421483639503402,0.0,1.0,0.0,0.0,0.2504855370909876
6214,MBE,746.0,7.0,0.43333333333333335,0.0031411286073297637,0.0,1.0,0.0,0.0,0.2807852821518324
6215,MBE,644.0,6.0,0.8333333333333334,0.00548184525270031,0.0,1.0,73.65247685185186,0.2148332420698893,0.4443371097271529
6216,MBE,608.0,6.0,1.0,0.004947328905387514,0.0,1.0,29.838541666666668,0.6819084432299016,0.5876185208723271
6217,MBE,681.0,6.0,1.0,0.003790323847777836,0.0,1.0,64.73875,0.3098573649845979,0.5129190539588641
6218,MBE,681.0,6.0,1.0,0.003790323847777836,0.0,1.0,64.73875,0.3098573649845979,0.5129190539588641
6220,NEU,850.0,8.0,0.025,0.00022475803392909812,0.0,1.0,0.0,0.0,0.15755618950848227
6221,NEU,700.0,7.0,0.36,-0.002934740114152474,0.0,1.0,0.0,0.0,0.2572663149714619
6222,NEU,761.0,7.0,0.64,0.0036287782906016483,0.0,1.0,0.0,0.0,0.3429071945726504
6223,NEU,731.0,7.0,0.025,0.00010567333729608329,0.0,1.0,0.0,0.0,0.15752641833432401
6224,NEU,830.0,8.0,0.375,0.0019137645286992876,0.0,1.0,0.0,0.0,0.26297844113217483
6225,NEU,840.0,8.0,0.575,0.0035261903898699634,0.0,1.0,0.0,0.0,0.3233815475974675
6226,NEU,721.0,7.0,0.52,0.002979741872431913,0.0,1.0,0.0,0.0,0.306744935468108
6227,NEU,722.0,7.0,0.04,0.0006392404061275914,0.0,1.0,0.0,0.0,0.16215981010153188
6228,NEU,760.0,7.0,0.6,0.0034891280676009233,0.0,1.0,0.0,0.0,0.3308722820169002
6234,ECE,499.0,4.0,0.13333333333333333,0.001612223270919639,0.0,1.0,0.0,0.0,0.1904030558177299
6235,ECE,368.0,3.0,0.5,0.006566058449479869,0.0,1.0,0.0,0.0,0.30164151461237
6236,ECE,537.0,5.0,0.48,0.004301943543795708,0.0,1.0,6.389432870370371,0.9318859255482778,0.4814526709956045
6237,ECE,454.0,4.0,0.2962962962962963,0.0022152212587404235,0.0,1.0,0.0,0.0,0.23944269420357397
6238,ECE,782.0,7.0,0.13333333333333333,0.0009888863023114368,0.0,1.0,0.0,0.0,0.19024722157557786
6239,ECE,405.0,4.0,0.22857142857142856,0.0031394506314962327,0.0,1.0,0.0,0.0,0.2193562912293026
6240,ECE,310.0,3.0,0.175,0.001773194058824264,0.0,1.0,0.0,0.0,0.20294329851470605
6241,ECE,455.0,4.0,0.2962962962962963,0.0022152212587404235,0.0,1.0,0.0,0.0,0.23944269420357397
6242,ECE,436.0,4.0,0.2,0.00338109967044805,0.0,1.0,0.0,0.0,0.210845274917612
6243,ECE,316.0,3.0,0.4722222222222222,0.00542439083356594,0.0,1.0,0.0,0.0,0.29302276437505814
6244,ECE,850.0,8.0,0.04,0.00038835540587691113,0.0,1.0,0.0,0.0,0.16209708885146923
6245,ECE,599.0,5.0,0.4,0.0016343443124138249,0.0,1.0,0.0,0.0,0.2704085860781035
6247,ECE,637.0,6.0,0.625,0.004231081718087119,0.0,1.0,51.258668981481485,0.453560767264399,0.4292699238824016
6248,ECE,218.0,2.0,0.9285714285714286,0.010401967985489617,0.0,1.0,16.425671296296297,0.8248953513881132,0.5961509908454237
6250,ECE,830.0,8.0,0.16,0.0015504095060989475,0.0,1.0,0.0,0.0,0.19838760237652472
6254,ECE,582.0,5.0,0.2,0.008451382055290039,0.0,1.0,0.0,0.0,0.2121128455138225
6256,ECE,738.0,7.0,0.4666666666666667,0.0033938272029916733,0.0,1.0,0.0,0.0,0.2908484568007479
6257,ECE,548.0,5.0,0.6666666666666666,0.010076777037802569,0.0,1.0,32.902256944444446,0.6492479341106725,0.4823687810815851
6258,ECE,598.0,5.0,0.65,0.004947434025136537,0.0,1.0,3.629826388888889,0.961304505436447,0.5384977595935736
6259,ECE,205.0,2.0,0.972972972972973,0.01138762005523606,0.0,1.0,4.432314814814815,0.9527496371877106,0.635288724343243
6261,ECE,112.0,1.0,0.9375,0.010959311987212124,0.0,1.0,10.35261574074074,0.8896367089785214,0.6119171697925073
6262,ECE,112.0,1.0,0.375,0.0051492999010654935,0.0,1.0,0.0,0.0,0.26378732497526636
6263,ECE,112.0,1.0,1.0,0.009770011980828896,0.0,1.0,32.90224537037037,0.6492480574952293,0.5822921144942531
6264,ECE,112.0,1.0,0.925,0.009533698926646636,0.0,1.0,78.95590277777778,0.15829646397133912,0.46154271752592946
6266,ECE,825.0,8.0,0.12,0.0011913457099741482,0.0,1.0,0.0,0.0,0.18629783642749354
6269,ECE,315.0,3.0,0.6388888888888888,0.0063447900887498715,0.0,1.0,0.0,0.0,0.34325286418885415
6270,ECE,404.0,4.0,0.5277777777777778,0.005768091035533325,0.0,1.0,0.0,0.0,0.3097753560922166
6271,ECE,810.0,8.0,0.04,0.00032308818456412654,0.0,1.0,0.0,0.0,0.16208077204614102
6273,ECE,118.0,1.0,0.875,0.009954525396162135,0.0,1.0,73.65225694444445,0.21483558637646938,0.4579557486243344
6274,ECE,118.0,1.0,0.4375,0.0030693014312569767,0.0,1.0,0.0,0.0,0.2820173253578142
6275,ECE,118.0,1.0,0.5,0.003951820173000436,0.0,1.0,0.0,0.0,0.3009879550432501
6277,ECE,840.0,8.0,0.08,0.0006225070231903687,0.0,1.0,0.0,0.0,0.1741556267557976
6278,ECE,395.0,3.0,0.04,0.00021800253425908995,0.0,1.0,0.0,0.0,0.16205450063356477
6280,ECE,600.0,6.0,0.16666666666666666,0.0016019314683837142,0.0,1.0,0.0,0.0,0.2004004828670959
6282,ECE,648.0,6.0,0.8333333333333334,0.009920804097358104,0.0,1.0,66.82282407407408,0.28764024814114986,0.46000825065256956
6286,ECE,698.0,6.0,0.2,0.013231885963764869,0.0,1.0,0.0,0.0,0.21330797149094122
